,Unnamed: 0,content
837,837,　　优势项目如何实现价值转换(体坛观澜)
838,838,　　薛 原
839,839,　　在中国体育的语境中，“优势项目”常指那些在奥运会上具有夺冠实力的项目，比如跳水、乒乓球、羽毛球、举重、体操、射击、女排等。虽然都身披奥运荣光，但优势项目各自的发展环境和发展机遇也不尽相同。乒乓球、羽毛球、排球等，集参与和观赏于一体，跳水和竞技体操则属于参与者相对小众的观赏性运动，举重的历史虽然可以上溯至古代奥运会，但如今更多是一种基础体能训练方式，以市场化方式求生存显然勉为其难。
840,840,　　项目生存土壤的不同，决定了未来发展模式的差异。以乒乓球和女排为例，这些年都在思索如何将自身发展与市场结合，以获得更长远的动力。中国乒乓队总教练刘国梁近日就表示，乒乓队已经包揽3届奥运会金牌，无法再用金牌衡量这支队伍为国家做出的贡献，是时候推向市场化了。至于国人心目中的精神偶像女排，在收获了满满的赞誉之后，联赛也还是要面对让市场认可的挑战。
841,841,　　乒乓球和女排承载着国人的共同回忆。初登世界冠军宝座时，都曾在神州大地掀起“乒乓热”和“女排热”，这是项目发展无可比拟的历史厚势。但也应当看到，以奥运金牌为目标的发展模式忽略了项目的大众基础，也影响了乒乓文化和排球文化的发展根基，使之更多局限于竞技体育系统内部。当乒乓球和排球开始尝试以市场为导向的联赛模式时，就遇到了另一种挑战。这也是为什么乒乓球和女排在里约奥运会上如此鼓舞人心，但联赛却不温不火，甚至相当平淡。
842,842,　　当然，奥运金牌不是发展的包袱而是独特的优势，但的确需要认真考虑如何实现“价值转换”，以求得更广阔和多元的发展空间。正如刘国梁所说，除了拿金牌之外，如何更多把资源优势利用好，打开一条创新之路，具有非常大的挑战性。乒乓球被称为“国球”，女排精神为各行各业所推崇，但面对市场这本大书，还需要更多维的角度去规划项目发展的格局，运动明星如何塑造，社会价值如何创造，项目文化如何营造，精彩赛事如何打造，这些都需要沉下心来，根据项目自身特点量身定制，围绕大众需求去设计发展模式。
843,843,　　这样的“价值转换”，对于中国体育的转型发展，自我认识，无疑都大有裨益。
844,844,　　原标题：翟晓川穿错衣 北京队再挨罚
845,845,　　本报讯(记者 宋翔)中国篮协近日再次对北京队开出了罚单，原因是在去年12月30日北京队主场与山东队比赛时，受伤没有出战的翟晓川在场边并未穿着联赛指定赞助商的衣服，这违反了联赛相关规定，翟晓川被通报批评，北京队被罚款两万元。
846,846,　　翟晓川在那场比赛中并未出场，当时的他脚伤未愈，但为了给球队加油，他也来到了五棵松体育馆。翟晓川在场边球队席的时候，没有穿着联赛指定赞助商的衣服。按照联赛纪律处罚规定，球员在训练、新闻发布会、赛场等地点，必须要穿着联赛指定装备及配饰。以上场合不得穿着、使用、佩戴、展示与联赛指定装备商竞争品牌的产品。
847,847,　　据了解，对于球员是否在着装方面违反规定的监控，是由盈方与中篮公司等方面负责，中国篮协在有球员违规时会对他们开出罚单。
848,848,　　本报北京1月19日电 （记者季芳）19日，今年澳网开赛以来最大的冷门出现了。经过5盘苦战，塞尔维亚名将德约科维奇止步男单第二轮。比赛中，德约科维奇状态低迷，两盘抢七皆告负，最终以6∶7（8）、7∶5、6∶2、6∶7（5）、4∶6负于乌兹别克斯坦选手伊斯托明，惨遭淘汰，无缘32强，也创造了自2007年澳网以来的最差战绩。
849,849,　　小德在过去7年中，只输给过一位世界排名在100位开外的选手，那便是阿根廷选手德尔波特罗。在去年的里约奥运会上，德约科维奇爆冷负于德尔波特罗，首轮即遭淘汰，职业生涯金满贯的梦想也再次被击碎，而后者则由于伤病，当时的世界排名仅为第145位。
850,850,　　这样“离奇”的一幕在19日的澳网男单赛场再次上演。原本抽签分组到下半区的德约科维奇，因避开了与穆雷、费德勒等名将的提前交手，而被视为此次澳网男单冠军的有力争夺者。但是面对世界排名仅第117位的伊斯托明，德约科维奇却明显难以招架。从赛后的技术统计上看，德约科维奇的一发成功率仅有58%，远低于对手，而非受迫性失误环节，德约科维奇送出72次，比对手多了11次。
851,851,　　有业内人士认为，在过去的6个月，德约科维奇并没有花费足够的时间在球场上，这也许是他状态糟糕的主要原因。而德约科维奇则表示，赛场上的胜败是兵家常事，“我很失望，但是我得接受现实。”
852,852,　　另两位网球男单“巨头”、英国名将穆雷和瑞士天王费德勒在第二轮中则发挥稳定，顺利淘汰了对手，获得了晋级资格。面对俄罗斯19岁新星卢布廖夫的挑战，赛会头号种子穆雷毫不手软，以6∶3、6∶0、6∶2速胜对手，晋级第三轮。但是穆雷在比赛中不慎摔倒扭到脚踝的一幕，却让球迷为他多了一分担忧。穆雷自己则在赛后表示，已经对脚踝进行了冰敷，但是还不知道会有多严重，要等到次日早晨再做观察。如果身体状态良好的话，他将在下一场比赛面对美国选手奎雷伊的挑战，后者在去年温网结束了德约科维奇大满贯30连胜的脚步，实力不可小觑。
853,853,　　赛会17号种子费德勒虽然在首轮中的发挥出现小幅波动，第二轮比赛却打出了手感。在挽救了两个盘点后，费德勒以7∶5、6∶3、7∶6（3）淘汰了美国小将鲁宾，晋级第三轮。而接下来，他将对阵赛会10号种子、捷克名将伯蒂奇，等待他的将是一场硬仗。
854,854,　　国家游泳队化整为零 春节后将赴美、澳、欧洲集训
855,855,　　中国泳军海外拜师多点开花
856,856,　　近日有消息称澳大利亚泳协抵制中国游泳队赴澳训练，因此中国泳军的海外集训计划被迫推迟。但据北青报记者了解，事实并非如此，只是由于2016年下半年比赛过多，进入冬训较晚，鸡年春节又比以往来得早，所以海外集训尚未全面展开。不过春节过后，中国游泳队各个小组就将分赴澳大利亚、美国或欧洲训练，至4月份的全国游泳冠军赛暨世锦赛选拔赛前队员全部归国参赛。中国游泳队本年度的海外集训将不会“把所有菜放在一个篮子里”，而是有意拓宽集训渠道。
857,857,"　,　赴澳集训渠道畅通"
858,858,　　中国游泳队领队许琦向北京青年报记者介绍，虽然目前大规模的外训尚未开始，国家队不少训练组仍在昆明海埂高原基地训练，但先遣队已经在澳大利亚进行了外训，并且取得了良好的效果，外训渠道也很畅通。12月15日至1月15日，国家队以年轻教练、年轻选手为主，在墨尔本进行了为期一个月的训练，男女各8名运动员接受了澳大利亚名帅布朗教练(曾执教过宁泽涛)的指导。队员和教练员在回国后普遍反映，外教的训练强度虽然很大，但也会根据中国选手的体质制定具体的训练计划，队员们并没有不适的感觉。而近期北京游泳队的部分队员也结束了在澳大利亚的训练返回国内，同样反响良好。
859,859,　　澳“领奖台计划”影响有限
860,860,　　2012年伦敦奥运会上，澳大利亚游泳队仅获得了一枚金牌，传统游泳强国遭遇“滑铁卢”，而从澳大利亚教练那里获益匪浅的中国游泳队却拿到了5枚金牌，这使得澳大利亚泳协感到了巨大威胁，澳泳协遂制定了新政，即所谓“领奖台计划”。这个计划的主要内容就是澳泳协与本国高水平教练员以及全澳15家顶级俱乐部签订协议，通过提供奖金、薪水和援助的方式激励教练员和俱乐部训练本国运动员，拿了这笔钱就不能培训国外选手。2014年底，澳泳协再次有针对性地制定了新规：“任何有过药检呈阳性的运动员，将不被允许进入与澳泳协签有‘领奖台计划’的澳大利亚游泳俱乐部的泳池，不得接受澳泳协签约教练的指导。所有进入澳大利亚境内训练的外国运动员必须接受国际反兴奋剂组织的飞行药检并为此自行支付费用。”
861,861,　　不过，未签订“领奖台计划”的澳大利亚游泳俱乐部仍有很多家，中国游泳队也采取了不同方式避开直接触碰澳泳协条款，依然坚持赴澳训练，毕竟经过了数年积累，中国游泳队对于澳大利亚的训练轻车熟路。比如在“领奖台计划”之外的俱乐部进行训练，通过签约“领奖台计划”名帅的助理教练间接培训中国选手等。孙杨在2015年初的海外训练即是如此，丹尼斯的助理教练布莱恩·金对于孙杨的训练提供了帮助。
862,862,　　澳大利亚《周日电讯报》曾经对孙杨这两年赴澳集训做过报道，称作为当今中国最知名的运动员、最佳游泳选手之一，孙杨被迫与外教丹尼斯切断联系，同时被禁止前往丹尼斯在迈阿密、黄金海岸的俱乐部，但孙杨在距其仅20公里开外的地方，并在丹尼斯的前副手布莱恩·金的监督下开始海外冬训。新的训练基地位于黄金海岸的北部，名为逍遥湾超级体育中心，这家俱乐部不在“领奖台计划”中，也与迈阿密俱乐部没有正式的关联。而据韩国媒体报道，该国游泳名将朴泰桓也正在澳大利亚进行训练。众所周知，朴泰桓曾经被禁赛18个月，而澳方也没有禁止其在澳训练。
863,863,　　许琦对北青报记者表示，澳大利亚毕竟是世界上游泳水平最高的国家之一，中澳游泳交流早就是一种常态，这种交流肯定还会继续下去。
864,864,"　,　海外集训地有多种选择"
865,865,　　当然，澳大利亚并非是中国游泳队海外集训的唯一选择。据许琦介绍，国家队将会在春节过后逐步开启外训模式，部分训练小组将会奔赴美国和欧洲的游泳基地、俱乐部，而有些小组已经开始了海外集训。名帅徐国义带领的小组拥有徐嘉余、李朱濠、李广源等多名有潜力的选手，他们将在结束高原训练后于春节后赴美国训练。韩冰岩教练以及麾下史婧琳等运动员已经在欧洲开始了集训，也便于中国队邀请的著名外教伯克(荷兰奥运冠军范德伯格的教练)随时进行指导。至于孙杨，也将在春节后赴海外进行训练。几天前在昆明，孙杨对北青报记者表示，他的外训地点正在联系中，目前尚不能确定，但不一定是在澳大利亚。
866,866,　　文/本报记者 刘艾林
867,867,"　　原标题：首场热身赛一球小胜 ,何塞给小将找位置"
868,868,　　中超·国安
869,869,　　昨天下午，国安终于迎来了自己本次冬训的第一场热身赛，对手是海口当地的博盈海汉队。凭借小将巴顿的进球，国安取得了1比0小胜的结果。而比起这个结果，何塞顺应U23新政，在本场比赛中给小将们找位置，或许才是本场比赛的最大看点。
870,870,　　昨天的比赛，国安在上半场比赛派出了张岩、李磊、克里梅茨、雷腾龙、姜涛、张稀哲、张晓彬、张力、于大宝、巴顿和魏鑫的首发阵容。而在下半场比赛，何塞则派出了另外一套阵容：郭全博、张辛昕、晋鹏翔、赵和靖、于洋、拉尔夫、杜明洋、盛鹏飞、张池明、朱朝庆和张瑀踢完了整个下半场的45分钟比赛。最终，巴顿在上半场比赛仅仅开始8分钟的一次禁区内抢点破门，成为本场热身赛的唯一进球。
871,871,　　尽管这支海口当地球队曾经在足协杯比赛中将广州富力拖进点球大战，并且在之前的热身赛中曾经2比1战胜国安预备队，但是在昨天的比赛中，他们并没有给国安的球门造成什么威胁。“我们今天在防守的整体移动上做得不错，对方直到第85分钟的时候才第一次进入我们的禁区。”何塞对于队员们的表现还算满意。
872,872,　　不过比起比赛的过程和结果，昨天这场热身赛对于何塞考察年轻球员有着特别的意义：上下半场的门将都是U23的小将，而其他位置上，也让其他符合U23新政上场资格的小将各获得了45分钟的比赛时间，而且我们不难看出，多名95年龄段队员，都没有踢自己平时习惯的位置，而是占据了边前卫的位置，中后卫出身的张瑀甚至在中锋位置上打了45分钟。“我们有一些之前预备队的队员今天也上场了，当然他们不是在自己最习惯的位置上比赛，但是他们比赛的态度，包括在场上的表现，我认为是有值得肯定的地方的。”何塞说。西班牙人的表态已经很明白，昨天面对实力相对较弱的对手，何塞希望对U23队员们有一个初步了解，并让他们在可能启用U23球员的场上位置展现一下能力。何塞曾经说过，国安要努力适应足协的新规则，而这种适应从昨天就已经开始。
873,873,　　本报海口专电 记者 张巍
874,874,　　1月19日，在足代会结束后仅一天，中国足协针对中超俱乐部的非理性投资、财务严重入不敷出以及青训体育薄弱等问题重拳出击，官方公布了十八条新政。中超联赛的引援花费在过去几个赛季里引起了世界瞩目，尤其是从上赛季开始，中超外援的转会费从1500万欧元级别一跃提升到5000万欧元级别。与此同时，中国足球国字号却开始青黄不接，国青、国奥以及成年国家队战绩糟糕。可以说，中国足球已经进入到一个十字路口，这个时候重拳出击也在情理当中。 扬子晚报记者 黄启元
875,875,　　严禁烧钱
876,876,　　限制外援、控制转会费
877,877,　　和薪资投入、取缔签字费
878,878,　　第一条：中超联赛上场的外籍运动员（含亚足联会员协会所属运动员）调整为累计3人次。
879,879,　　第九条：职业俱乐部应落实统一的财务账户。俱乐部应作为独立的法人单位开展经营活动，减少俱乐部对母公司、股东企业的资金依赖。中国足协将聘请第三方审计公司对职业俱乐部进行统一的财务审计工作，对俱乐部资金来源、支出情况、青少年梯队费用的使用情况、球员薪酬支付方式进行着重检查，并将俱乐部相关收支情况进行社会公开。对于严重资不抵债的俱乐部，取消注册资格。
880,880,　　第十条：建立俱乐部转会投入调节基金制度。研究制定对俱乐部超高引援投入实施按比例收取足球发展基金用于青训等措施。
881,881,　　第十一条：完善和落实球员转会过程中的培训补偿和联合机制补偿，实现谁做青训培养，谁受益。
882,882,　　第十二条：根据联赛和俱乐部收入状况，合理确定职业俱乐部每年用于支付球员薪酬的资金比例。对超出规定者予以政策调节。
883,883,　　第十三条：打击职业俱乐部支付签字费、签订阴阳合同等违规违法的行为。对于扰乱正常转会秩序、签订阴阳合同的俱乐部、球员、球员代理人进行严肃处理，直至取消注册资格、终身禁止从事足球活动。
884,884,　　第十四条：对于存在欠薪的职业俱乐部，严肃处理直至取消注册资格。
885,885,　　第十五条：制定职业俱乐部财务监管办法以及财务运行标准等，审查俱乐部财务情况，对于连续三年超过亏损标准的俱乐部不予准入。
886,886,　　解读：
887,887,　　中国足球俱乐部没有实施统一的财务账户，没有确定球队用于支付球员薪酬的资金比例，没有一套完整财务监管办法及财务运行标准等。此外，中国足球没封顶的转会费以及薪酬，明显不健康，足协限制烧钱是为中超稳定发展。
888,888,　　狠抓青训
889,889,　　青训支出超15%、
890,890,　　完善梯队建设、设青训总监
891,891,　　第二条：中超、中甲联赛中，上场运动员名单中应列入至少2名U23国内运动员，其中1名U23国内运动员应为首发运动员。根据俱乐部的实际情况，逐渐将政策调整为U21或U22国内球员上场。
892,892,　　第五条：通过准入标准的完善，引导职业俱乐部提高梯队建设标准。中超俱乐部应至少具备U19、U17、U15三级梯队、中甲俱乐部应至少具备U17、U15两级梯队、中乙俱乐部应至少具备U15梯队。俱乐部的青少年梯队必须在俱乐部注册，并代表俱乐部参加中国足协、地方足协、职业联赛组织等主办的比赛。
893,893,　　第六条：职业俱乐部每年在青训上的支出不少于全年支出的15%。
894,894,　　第七条：职业俱乐部应设置青训总监，教练员应具备相应资质。中超俱乐部的青训总监应持有中国足协颁发或认证的职业级教练员证书。中甲俱乐部的青训总监应至少获得中国足协颁发或认证的A级教练员证书。
895,895,　　解读：
896,896,　　足协硬性规定U23国内球员首发，就是要逼迫俱乐部发展青训体系。为防止俱乐部采取直接收购年轻球员的取巧办法，足协将俱乐部梯队建设纳入了准入标准，并对各梯队的教练员资格有明确标准。为搞好青训，足协明确表示职业俱乐部每年在青训支出不少于全年支出的15%。比如说，有些中超俱乐部一年的投入是5个亿，那么青训投入必须超过7500万元。
897,897,　　建立俱乐部转会投入调节基金制度，研究制定对俱乐部超高引援投入实施按比例收取足球发展基金用于青训等措施。如有些豪门天价引援，那么他们必须按比例把一部分钱用于青训。引进强援不是不可以，但必须和青训同步。
898,898,　　被爆冷后小德只想赶紧回家
899,899,　　卫冕冠军2比3被爆冷，平9年来最差大满贯战绩
900,900,　　在墨尔本10年拿下6冠的卫冕冠军德约科维奇被爆冷了，他昨日在澳网第2轮中2比3不敌持外卡参赛的伊斯托明，继2008年后再度倒在大满贯第2轮。输球后的小德第一时间召开发布会，否认心态出了问题，并称只想赶紧收拾球包回家。过早出局让小德重回世界第一的目标暂时搁浅，温网前已无法反超穆雷。
901,901,"　,　20年第二差的卫冕者"
902,902,　　德约科维奇贵为澳网6届男单冠军，伊斯托明仅仅是澳网亚太区外卡赛冠军，两人世界排名差了115位，之前的5次交手中小德保持全胜，这样的对决赛前很少有人会把它跟冷门联系在一起。
903,903,　　但比赛从一开始就注定了其特别的气质，德约科维奇耗时16分钟，挽救了6个破发点后艰难保发，一场不寻常的比赛就此开始。首盘6比7失利后，小德次盘挽救了两个盘点，艰难地以7比5扳平比分，随后以6比2反超比分。
904,904,　　随后，伊斯托明用神奇的表现以7比6、6比4再胜两盘，3比2将卫冕冠军送回家，整场比赛耗时4小时48分钟。当伊斯托明赛点上发球直得拿下比赛后，罗德·拉维尔球场15000名观众起身为之鼓掌，他们现场见证了近10年来男子网坛第5大冷门。
905,905,　　“这感觉太不真实了，我从没想过能战胜诺瓦克，可能他不在状态。”伊斯托明赛后称，没想到会有这样的发挥，“诺瓦克依旧很优秀，具有统治力，只不过所有球员水准都在提升。”
906,906,　　这是小德2008年温网输给萨芬(排名第75位)后，又一次在倒在大满贯第2轮，伊斯托明是他在大满贯赛中输过的排名最低的球员。此外，这是澳网近20年来第二位倒在前两轮的卫冕冠军，上一人是小德的前教练贝克尔，他在1997年澳网首轮2比3输给了莫亚(纳达尔现教练)。
907,907,　　小德为无解对手鼓掌
908,908,　　输球后，小德第一时间赶到主新闻发布厅，“确实太失望了，我在澳网有着那么出色的表现，过去10年拿到6个冠军，倒在第2轮的表现实在是太差了。”小德称并没有因为伊斯托明排名较低就轻视对手，“他的表现确实很好，正手和发球几乎无解，我要向他鼓掌。”
909,909,　　至于自己的表现，小德称在场上的感觉不是太好，找不到节奏，“你知道的，这就是比赛。我很失望，但得接受现实。”至于此战收获了什么，小德耸了耸肩，很无奈地说：“收拾球包，赶紧回家。”
910,910,　　从去年法网实现全满贯后，小德已经连续在3个大满贯中颗粒无收。当被问及过去半年的糟糕表现为何延续至今时，小德有些不耐烦，“现在是新赛季，新的一年，这并没有影响到我，我不会再想那时候的事了。如果不是你们提的话，我根本就不会想到那些。”
911,911,　　与往常相比，小德昨日回答问题时比较简洁，失望的情绪弥漫在不大的主新闻中心。有媒体问到对于不能第7次夺冠是否失望时，小德淡淡地称已经没有这个机会了。
912,912,　　“明年会继续争取吗？”媒体追问。此时的小德情绪显然有了波动，“到时候再说吧。我理解大家的工作，但也请你们理解我现在的处境。”
913,913,　　发布会最后，一名记者对小德说：“诺瓦克，谢谢你耐着性子回答我们的问题。”
914,914,　　小德听后礼貌地扶了扶帽檐，微笑向对方示意。
915,915,"　,　重回王座近期已无望"
916,916,　　今年澳网是小德在和贝克尔结束合作后的首个大满贯，一场失利似乎来得并不是时候。
917,917,　　重回评论席的贝克尔昨日第一时间谈了小德的表现，“我当时和托尼·纳达尔(纳达尔叔叔、教练)、布莱斯尼克(蒂姆教练)一起看了比赛，我们都对诺瓦克如此不在状态的表现感到诧异。”
918,918,　　去年底，小德被穆雷从世界第一王座上挤了下来，随后前者在冬歇期宣布与贝克尔结束合作。新赛季，小德的一大目标就是尽快重返世界第一，但现在看上去有些遥远了。
919,919,　　澳网前，小德刚在多哈公开赛决赛中战胜穆雷，将两人的分差压缩到了780分。理论上讲，如果穆雷本届澳网止步8强，小德最终夺冠的话，他仍可在澳网后夺回世界第一。
920,920,　　但爆冷止步第2轮后，小德损失了1955个积分，世界排名积分跌至10000以内。要知道去年法网夺冠后，小德的总积分曾来到历史新高的16950分。如今，今天将开始第3轮比赛的穆雷已把两人分差扩大至1000分以上，世界第一宝座近期无忧。
921,921,　　更重要的，小德接下来的保分压力巨大，去年两站北美硬地大师赛给他带来2000分的保分压力。以小德目前的状态，想要保住这2000分并不容易。再看穆雷，这两站大师赛一共只有90分要保，几乎可以忽略。从目前的情况分析，小德在温网前都没机会从穆雷手中夺回世界第一了。
922,922,　　- 在现场
923,923,　　“墨尔本幼儿园”儿童日迎客17537人
924,924,　　墨尔本网球公园今年进行了整体返修，工程至今尚未结束。在罗德·拉维尔球场靠近新闻中心一侧，澳洲人扩建了一个颇具规模的儿童乐园。对任何一个家庭或国家而言，孩子永远是未来，是最受保护的一个群体。
925,925,　　今年返修时，澳洲人着力打造了一个色彩明亮的儿童乐园，孩子们可以在其中打网球、拼积木、攀岩、玩沙、涂鸦等各种游戏。
926,926,　　此外，澳网还有一个传统的“儿童网球日”，被球迷亲切地誉为“澳大利亚墨尔本幼儿园”，定于每年资格赛的最后一天进行，今年则是在1月14日，儿童可以免费入场。根据澳网官方提供的数字，今年的儿童日共有17537人参加。
927,927,　　每年儿童日，都会有球员参与各种与孩子互动的游戏环节，今年的4名球员代表是费德勒、德约科维奇、拉奥尼奇和加夫里洛娃。这其中，费德勒是儿童日的常客，过去5年有4次参与其中。作为4个孩子的奶爸，费德勒被球迷称之为“费三岁”，他也在不同场合说过，孩子才是自己最重要的大满贯。
928,928,　　作为4大满贯赛中最年轻的一个，其实也已经112岁了，澳网总会想办法哄孩子们开心。赛前的儿童日免费入场，即便到了赛期，15岁以下的儿童花上5澳元(约25元)就能进场看大部分比赛，感受网球的魅力。不难想象，这些孩子基本上都会成为澳网绝对的死忠和拥趸。若干年后，他们又会带着自己的孩子来看澳网。一代又一代，百年澳网的魅力就这样潜移默化地传承了下来。
929,929,　　新京报记者 孙海光 墨尔本报道
930,930,　　华西都市报讯（记者赖芳杰 实习生张豪）昔日四川球迷“雄起”的呐喊仍在耳边，再现辉煌的热血依旧沸腾，成都市将通过一系列足球改革，建成中国足球强市。1月19日，成都市政府办公厅发布了《成都市足球改革发展实施方案》，其中近、远期目标包括，各类足球年度竞赛场次突破5万场，拥有较高水平中超职业足球俱乐部，以及具备承办国际足联世界杯赛事的能力。
931,931,"　　,增足球人口年度竞赛场次突破5万场"
932,932,　　记者了解到，《方案》近期目标为，到2020年，足球人口明显增加，校园足球特色学校达到30%，50%以上的学生参与足球运动，全市经常参与足球运动人口达到100万人;各类足球年度竞赛场次突破5万场，长年参加足球活动的人数达到400万人次。
933,933,　　中期目标为，到2030年，建立校园、青训、精英、职业四级足球人才培养体系，青少年竞技水平保持全国一流，进入各级国家队参加国际大赛运动员达到一定数量，拥有较高水平中超职业足球俱乐部，具备承办国际足联世界杯赛事的能力，足球对外交流合作广泛开展，足球事业和产业全面协调发展，建成中国足球强市。
934,934,　　远期目标则为，到2050年，城市足球实现全面发展，足球成为群众普遍喜爱和参与的体育运动，市民身体素质和城市活力显著增强;全社会形成健康的足球文化，拼搏奋进、团结协作、务实图强的足球运动精神成为社会普遍共识。
935,935,"　　,从娃娃抓起足球特色学校将达300所"
936,936,　　足球从娃娃抓起，成都市将建立完善青少年足球竞赛体系，丰富以幼儿、小学、初中、高中、大学足球普及为主体的校园足球竞赛体系，开展校级、区级、市级三级校园足球联赛;完善以足球后备人才培养为主体的青少年足球联赛，实现校园足球赛事与青少年足球人才选拔培养的有机衔接。
937,937,　　《方案》指出，中小学将把足球列入体育课教学内容，加大学时比重。以扶持特色带动普及，对基础较好、积极性较高的中小学重点扶持，到2020年全市中小学校园足球特色学校达到300所，其中开展女子足球的学校占一定比例。完善保险机制，推进政府购买服务，提升校园足球安全保障水平，解除学生、家长和学校的后顾之忧。
938,938,　　到2020年，全市各学校完成至少1人以上专职足球教师的配备，校园足球定点校和特色学校确保配备不少于2名具有足球专项的体育教师，负责开展足球教学、指导学生足球队训练、组织学生足球赛事。
939,939,"　　,中新网,1月20日电 中国足球协会20日在官网发布《关于国家男子足球队集训的通知》，称国足定于2017年2月9日至12日赴广州集训，集训名单也曝光。其中，郑智领衔恒大8人入围；因伤缺席多时的门将曾诚回归；刚刚参加完中国杯的池忠国、邓涵文、高准翼、尹鸿博四人入围此次集训名单；任航也重返国家队。"
940,940,　　集训人员名单如下：
941,941,　　主教练：里 皮
942,942,　　领 队：李 铁(兼)
943,943,　　管 理：康 冰、黄 松、张 贺
944,944,　　助理教练：佩佐蒂、马达洛尼、德罗索、李 铁
945,945,　　守门员教练：兰普拉
946,946,　　体能教练：高迪诺、内 里
947,947,　　医 生：卡斯特拉齐、王书成
948,948,　　康复师：科 蒂、金 日、赵洪岩、张延瑞
949,949,　　技术分析：刘智宇、佟 强、杜立达
950,950,　　新闻官：车恒智
951,951,　　翻 译：文迁时、徐 杨、翁书荡
952,952,　　装备管理：郭 锐、黄伟涛、陈 曦
953,953,　　运 动 员：(27名)
954,954,　　广州恒大：冯潇霆、梅 方、张琳芃、黄博文、李学鹏、
955,955,　　郜 林、郑 智、曾 诚
956,956,　　江苏苏宁：吴 曦
957,957,　　上海上港：武 磊、于 海、蔡慧康、颜骏凌
958,958,　　上海绿地申花：曹赟定
959,959,　　北京中赫国安：杨 智、张稀哲、于大宝
960,960,　　广州富力：姜至鹏
961,961,　　河北华夏幸福：高准翼、任 航
962,962,　　延边富德：池忠国
963,963,　　河南建业：尹鸿博
964,964,　　山东鲁能泰山：蒿俊闵、赵明剑、王大雷
965,965,　　天津权健：孙 可
966,966,　　内蒙古中优：邓涵文
967,967,　　在2022年北京冬奥会临近、全国大力推广冰雪运动的大背景下，为了给广大青少年提供接触冰雪运动机会、创造体验冰雪运动的平台，1月18日上午9时，以“冬奥阳光有你有我”为主题的2017年全国青少年“未来之星”冬季阳光体育大会河北分会场暨京津冀蒙晋苏青少年“未来之星”冬季阳光体育大会(以下简称“沽源冬季阳光体育大会”)在河北沽源拉开帷幕。本届大会由河北省教育厅、河北省体育局共同主办，张家口市体育局、沽源县人民政府共同承办，是我国积极推动“3亿人参与冰雪运动”和助力冬奥会系列活动的重要内容。来自北京、天津、河北、山西、内蒙古和江苏六省市的19支代表队、477名学生运动员，将参加短道速滑、冰上龙舟、冰上拔河、雪上足球等十余项冬季体育运动项目的角逐与体验。
968,968,　　发布会上，承办方代表沽源县委书记郭有和在会上致词，表示将竭尽全力为六省市的青少年朋友打造一个快乐的冬季体育盛会。河北省体育局副局长田建功，国家体育总局体育科学研究所研究员郭建军，河北省体育局青少年业余训练管理中心主任芦泉彬，河北省教育厅思政体卫处调研员张民，张家口市政府党组成员、北京冬奥组委张家口运行中心副主任李敏，河北体育局奥运事物处处长靳振收，中国沽源县委书记郭有和，沽源县人民政府县长李建鹏，至此以“冬奥阳光 有你有我”为主题的2017年沽源冬季阳光体育大会正式拉开帷幕。
969,969,　　作为全国最早开展冬季阳光体育大会的地区之一，沽源充分发挥自身优势、注重青少年的参与性与体验性，经过四年的探索逐渐形成了既有本地特色又有时代特色的青少年冰雪运动项目。今年继续作为2017年全国青少年“未来之星”冬季阳光体育大会河北分会场，更加注重小运动员们的参与性与快乐性，大会在原有活动的基础上继续扩大举办规模，在竞赛项目上增设了五人制雪地足球，体验项目上增设了雪地坦克等趣味性、时尚性项目，扩大了参赛人数限制。首次邀请了江苏省代表队参加本次大会，由过去的华北五省市扩大为六个大的参赛单位。
970,970,　　在为期2天的比赛中，19支队伍、477名青少年运动员，将举行男女速滑500米、男女冰上自行车竞速、冰上龙舟团体赛、男女冰车竞速、男女冰车接力、冰上拔河等7项竞赛项目，其中：冰上龙舟202.2米团体赛是为2022年冬奥会而专门设立的比赛项目，寓意2022年冬奥会一帆风顺。每个代表团限报1支代表队参加增设的五人制足球项目，运动员7人(5男2女)，上场比赛队员中至少有一名女运动员，每场比赛20分钟，上下半场各10分钟。其余几个竞赛项目都是孩子们喜闻乐见的冬季运动娱乐方式。此外，阳光体育大会强调青少年的参与性、娱乐性，所以除了竞技项目，还设置了冰上体验项目，让更多的青少年尽情的体验冰上九宫格、冰上陀螺、冰上弹射、冰上漂移车、冰上碰碰车等趣味性、娱乐性极强的体育运动，孩子们可以在趣味与娱乐中强身健体、放飞梦想。
971,971,　　据悉，根据冬季运动项目开展的群众基础和各地有利的自然条件，2017年全国青少年‘未来之星’冬季阳光体育大会设立1个主会场，6个分会场。主会场将于2017年2月4日至9日在黑龙江省牡丹江市镜泊湖举行，6个分会场分别为北京市、河北省、内蒙古自治区、辽宁省、吉林省、新疆维吾尔自治区，形成了全国冬季阳光体育活动大联动、青少年体育大联欢的良好局面。冬季阳光体育大会作为河北省青少年冰雪项目的品牌赛事，旨在为全国青少年参与冬季冰雪运动创造条件、搭建舞台，促进广大青少年体质的增强，磨练其坚韧的意志，为实现青少年的全面发展做贡献。今年大会结束后将继续开展冰雪系列体验和展示活动，一直到春暖花开，冰雪消融。充分促进冰雪运动在青少年中的普及和开展，为实现“3亿人”上冰雪奠定基础，并以实际行动助力国家办好冬季奥运会，营造全社会关注青少年冬季体育运动的氛围。
973,973,　　直播提示
